file_path,class,duration,sample_rate,channels,file_size,hash,split,usage,quality_status
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_044A_S03.wav,legacy_data_raw,2.0336,96000,2,780940,317fe8bd868ca8f0a92e1c93a6b051d15e2c3d397e8a21aff8d6f096cf02886c,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_044A_S04.wav,legacy_data_raw,2.0798,96000,2,798696,8adf50d714babbaaf4c27e146fd2f72e411106670f912f8a53b505e7a002467f,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_044A_S05.wav,legacy_data_raw,1.9764,96000,2,758988,863db406e9c31a1af8cd6748470f745639a8b7ef90473338676663146e0f32af,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_044A_S06.wav,legacy_data_raw,2.0193,96000,2,775472,99ca7dbc87cd4b9f23eb1a6159a7b6bba345b47519907a9b004e87170e90f6f0,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_044B_S01.wav,legacy_data_raw,1.9254,96000,2,739400,2a3def7b57aa545cc7b9550f524cf5a1be98dabc2130596ad35e3625727d320e,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_044B_S02.wav,legacy_data_raw,1.9435,96000,2,746336,b94e11a5f972d3e9417b91fcb1ee5f9cdd13d119d52d24b4805235f7fd4f0269,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_044B_S03.wav,legacy_data_raw,2.0214,96000,2,776244,4b721936379cff7a5518d3cf190ecea17bfef9f7de4544d50c6d9563b33ea157,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_044B_S04.wav,legacy_data_raw,2.0993,96000,2,806156,93d8ece3a0fb1c2aaaf9ae77384c3ea6275fb00067dfb7a52e59e1655b64af35,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_044B_S05.wav,legacy_data_raw,2.1338,96000,2,819420,dc313ec988515ed10f8b8c11ba6f2ef995bea1f005c53e6d11daa01cef420b9b,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_044B_S06.wav,legacy_data_raw,1.8648,96000,2,716128,d59acfe4cdc70dc551ccd9e1526ace5f8407b2eb83b0d8d045dddd107d03c51f,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064A_S01.wav,legacy_data_raw,2.0178,96000,2,774884,328a3a888ab067f5200ed9c610b9cf1bf29f8acbeec5506ded6105243ede4724,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064A_S02.wav,legacy_data_raw,1.9945,96000,2,765944,4f2d652a393d0c7e8b4caf7e421db138d6fdb1172bbb151c3cbec34796c00479,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064A_S03.wav,legacy_data_raw,1.9441,96000,2,746592,70b11b542289760b5d95ee27831f309f8e07640c7aece1189c246d8246acb41b,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064A_S04.wav,legacy_data_raw,2.0054,96000,2,770116,e9e943187bbeadd909efa8a07ba7948bc7a2c3bc851fd2aea92eb0fd660baed3,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064A_S05.wav,legacy_data_raw,2.0847,96000,2,800560,5cc2eb1100a396d4b8e6f67cc4af307e0b45e78a68ab049efd5b651c79c366b7,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064A_S06.wav,legacy_data_raw,1.8846,96000,2,723720,660bea947535549180f4fce0ae29b0acf202ebabca564d83ee826d6a3fdd85e8,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064B_S01.wav,legacy_data_raw,1.8639,96000,2,715800,af3a7977f47c6290a57da9323499c44c790ec1d505f02d611d23925b538e9d0a,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064B_S02.wav,legacy_data_raw,2.0844,96000,2,800464,c3255fbe34e5abffcaf66a2b1d2338fbb4073587afbd2cbc751eb09cd839bead,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064B_S03.wav,legacy_data_raw,1.9026,96000,2,730628,b59646a91fe57941e6cd37a7d00d52830d9ce81fa24f538cb6d704debb30b3ba,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064B_S04.wav,legacy_data_raw,1.9186,96000,2,736804,1426687d85df52ed54d96e0a467dbe90fc68de70ac1ea71c22227fdcc71a31cd,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064B_S05.wav,legacy_data_raw,1.9846,96000,2,762148,779bc4cd127d2f480b55eeeda491e3400538d783bab6e0dec308b4fdb1e10b79,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_064B_S06.wav,legacy_data_raw,2.0159,96000,2,774156,174e083744ed15f32c277569cff3b566cdadfc779e4a8bc6ffa5652b67731425,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_084A_S01.wav,legacy_data_raw,1.895,96000,2,727740,4338c95481a1c025c5859d2aa27fe9a0a1fafa721c33cebcf10b89a247c08dd4,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_084A_S02.wav,legacy_data_raw,2.0881,96000,2,801860,7d6861c3af3942f9837bf1fe7976ab04a22efc3ee5ae5a8692445352b4867be1,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_084A_S03.wav,legacy_data_raw,1.9738,96000,2,758000,8404dc22a1c0fed3a8bb1f2a6a81803492ae47a4b4cc25888cab3b52402255b7,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_084A_S04.wav,legacy_data_raw,1.8143,96000,2,696748,c3e7f9acd05060b04f024289f1ccc904069da516709ebd5aac48de344dc6439c,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_084A_S05.wav,legacy_data_raw,1.9766,96000,2,759056,f8e92c0cfda8d51793a03a8eb5d2f199a529c965879b29962b8dd650ff0f7466,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_084A_S06.wav,legacy_data_raw,2.1523,96000,2,826540,6a0355d8f11687e8a15d7a81d90fd3218ecabd3461d6ccdc9b51775d53bcfcb1,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_084B_S01.wav,legacy_data_raw,2.0042,96000,2,769672,6969323ccce0fe30e1ca94285eb99c8ab2f0c27f68d02ea6fcbcef263cbfc54a,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_084B_S03.wav,legacy_data_raw,1.8742,96000,2,719748,123a5588006ed65c6b31a43390de5d93d9b84f84014aef2ba417112c0bdb0d91,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_084B_S04.wav,legacy_data_raw,1.954,96000,2,750384,76f177a19191ad704efb221c3a618315962f73c6fad5ade38fd20771bb1b2975,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_084B_S05.wav,legacy_data_raw,1.9108,96000,2,733796,08600b327d8c61247b49f56bed1c852f49f478afb63250f8aa8d855066426459,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_084B_S06.wav,legacy_data_raw,2.0629,96000,2,792212,60838fcd39341e458f1d0c7a0648671f13505220a8b9731c5e67483d70516319,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104A_S01.wav,legacy_data_raw,2.0078,96000,2,771036,ee57c637a0b9aad5c796cfaf2b1e4d4a089a9e5b41e1ddb58a21552590a7a45b,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104A_S02.wav,legacy_data_raw,1.9625,96000,2,753636,5563cdd153c413650e629ab13f647c098fdad5994cc485e989f58370a0734c8d,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104A_S03.wav,legacy_data_raw,1.9328,96000,2,742240,435016e90cbb7da88f3132dbd9e63f17cb7f0f0da990e9c7432839da2ab1da91,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104A_S04.wav,legacy_data_raw,2.0766,96000,2,797472,63d715ec58a4fd314bd6c9c57b2476c1c53a8d88cf5fa503196bf8f00127d70c,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104A_S05.wav,legacy_data_raw,2.1187,96000,2,813628,ee6bebf83f5d8967ded94cd076cef00fd0686d08e12c5a54b50a3d2f96421e29,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104A_S06.wav,legacy_data_raw,1.8756,96000,2,720260,011132ee4f23c40de14b1d9717b0038b4370ad7cdfd253af2c9d991a263326af,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104B_S01.wav,legacy_data_raw,1.9516,96000,2,749476,379b686025a44d6a41af477f4f84ff5e9470fc9970b65c427e2672c621d78b68,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104B_S02.wav,legacy_data_raw,1.9666,96000,2,755232,024b8137fa93c719659cf12cad52f462aec2ceac9f0200c9a11f768d8d4ce5fe,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104B_S03.wav,legacy_data_raw,2.0291,96000,2,779220,9d644c88e074215bbcf7fd43d8e47c84647c1899f03be23b87bd32c2f2b79bba,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104B_S04.wav,legacy_data_raw,1.959,96000,2,752304,1fc70735b34f1006b75f187be43d9a4f26cc96f42779d23fb1de827b7259e583,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104B_S05.wav,legacy_data_raw,2.0025,96000,2,768996,6ab8ad2d325f6376f01985bbfbe001651fe28447f82d5e977f0fcbb6722f1556,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_104B_S06.wav,legacy_data_raw,1.8582,96000,2,713576,8aad9f4bd72828493d187a9e22d7dfe8e9ec397b145d02372f429eac4e679639,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124A_S01.wav,legacy_data_raw,2.0575,96000,2,790116,c50c09ad4b7fd3d335b5fc178b9f49391c1fd57b682eae6a65a0d7c82de8f811,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124A_S02.wav,legacy_data_raw,2.0414,96000,2,783948,a8587ef6b99d8d61d62f2674e5aeff82a855e74db893fe2a7d2b16220b464198,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124A_S03.wav,legacy_data_raw,2.1399,96000,2,821760,1280118a0a7f3c0b13119a2e85801f2d9bce002b8cf6585d15234d6bdbedaf5b,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124A_S04.wav,legacy_data_raw,2.0563,96000,2,789668,6955ce1cecf2ec2eac271687289e06cd95da53984bc7a85122b81ffdd27f89ae,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124A_S05.wav,legacy_data_raw,1.9463,96000,2,747416,0993923c386e649245b9b7c97ff7b5efe1a9f695c1bd7999a6f973000af4f886,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124A_S06.wav,legacy_data_raw,1.8832,96000,2,723204,8ba2dba2d51e203b1a3f0b76bafbd80b7a6a3ac4757ff6bd521415cc4f9f2229,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124B_S01.wav,legacy_data_raw,1.9613,96000,2,753192,185adb851d6b055531f715bd5ac39e21f4b5698af97a60813d5973e7f322c389,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124B_S02.wav,legacy_data_raw,1.9878,96000,2,763344,79e42af7d5ff26594316b3755d5f4dfdd20c81aa109ca3687975ce9ec22b1bd5,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124B_S03.wav,legacy_data_raw,2.0636,96000,2,792460,60cadc94922af0df5845e5a599fd2a449caf38d547a75b11dfd2ad00f53022b3,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124B_S04.wav,legacy_data_raw,1.9085,96000,2,732912,2a77ab23623a6d7629131b8b18690a7420dc0ed12c8d64e43db81dc0212bd5e6,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124B_S05.wav,legacy_data_raw,2.0024,96000,2,768968,2f208e8dfe33c36305ae82f8da0a10269fc53199367282c2d58da0e269c7b579,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_124B_S06.wav,legacy_data_raw,2.0282,96000,2,778880,5ca6dd93ffe6401b3e687137eaa3db69564e260640c97e0d183e880c6b8ac3bd,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144A_S01.wav,legacy_data_raw,2.0358,96000,2,781780,ae13956f3456b37728310c4137eadc7c3884103d6454f8c7e8666cabd6c544db,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144A_S02.wav,legacy_data_raw,1.9583,96000,2,752032,4b565f161dd680ae21f3328193b9b9ce609b4cadbf2c93e419e645e977897b47,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144A_S03.wav,legacy_data_raw,2.0706,96000,2,795136,798d23608bde80ee244afefad43ccdbdc90c92f8ab94cb6563575c2a8b232af9,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144A_S04.wav,legacy_data_raw,2.0794,96000,2,798552,24ba881198a3cf4150ea15cb2d9df44a014d615ce277a10f9832d213ddcdc212,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144A_S05.wav,legacy_data_raw,1.9339,96000,2,742676,6dd75b792a888d3b951292c52ba63d4ac484602006e423783606c5060a634f45,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144A_S06.wav,legacy_data_raw,1.9978,96000,2,767184,3c003b58e27ee3cc954944746f89eae381224c0f9107a54263b283514d4351b6,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144B_S01.wav,legacy_data_raw,2.0667,96000,2,793644,dfe188f6b00f1b87517ccf54b4df45b68d1290f80869ddfc64ed19e680530d15,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144B_S02.wav,legacy_data_raw,1.9066,96000,2,732164,8786f4d9d4db9cd97fc656119d1473d40cb0847b6fe47957be55f93006071bcf,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144B_S03.wav,legacy_data_raw,2.0937,96000,2,804020,27c29ea4266075134867235e6d6ddc2cfd959e1d6290b2921c321c394b555d8a,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144B_S04.wav,legacy_data_raw,2.0977,96000,2,805552,53dc082249d17703267b9e5d8dd36823df77a13301816d8eb40dbf762fcd12ac,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144B_S05.wav,legacy_data_raw,1.9398,96000,2,744908,92c43c68c4cecc66582075b3bde5c98a2ef0c2e83d249bd10c9c2f8bb41e8f49,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_144B_S06.wav,legacy_data_raw,2.0075,96000,2,770936,9956d63a23740b6cf42daf86a48ac76e05202afbbe2174643a097bf163613f85,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184B_S01.wav,legacy_data_raw,2.004,96000,2,769564,6720a198259c239cc9a9c634be1dab3500e7aeb6c2614caeffcc67ce210e85e9,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184B_S02.wav,legacy_data_raw,1.9826,96000,2,761352,c9c98b9d82b049c005901108cae633dbd42af5ce8aec067e60760a1ec5dd2578,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184B_S03.wav,legacy_data_raw,1.9954,96000,2,766288,005f3aec4142db9d055681d3467cb5f9ff0834c02096d887f763a20c4c293147,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184B_S04.wav,legacy_data_raw,1.8894,96000,2,725584,8fd8e949a925ae43e0076ba2ea871a120e720b6cb0df0205f1a087ba491e9923,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184B_S05.wav,legacy_data_raw,1.8979,96000,2,728836,1d7f83033419f8a4bd27c0feac44b9948d6d8419403a7820f0c336cc0db88792,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184B_S06.wav,legacy_data_raw,2.0091,96000,2,771532,4d5a7ad5bd6c40893036290f9a3e28eaa725b3904eb338cae47e7a49e64c49df,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184C_S01.wav,legacy_data_raw,1.8381,96000,2,705884,de273c06620b84408d93e0671adf8ef25df8caf8994df383ee72164ec490aff0,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184C_S02.wav,legacy_data_raw,1.8913,96000,2,726300,96d369c7a1b174ada054d148f2432d5e21ad6b51cf74264f82d9aad01f1aeeaa,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184C_S03.wav,legacy_data_raw,1.8412,96000,2,707060,9f42fc9fb99b4046d977f26b5a439009381657f68f0fcc420ac5653b2cfa9e4b,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184C_S04.wav,legacy_data_raw,1.9751,96000,2,758488,9aae4b64e8ddf55a4c6752b442ed2ab2df872aab558fd94b13b214455d62790b,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184C_S05.wav,legacy_data_raw,1.934,96000,2,742700,5ee4930e7a721aa89744ec387f50340cf01ad33b0218de7a9349b75a3fe1bb3a,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184C_S06.wav,legacy_data_raw,2.0733,96000,2,796188,c3dfe1b32e480afa49882526ea3af0f19ba334216b31191e3c144e95a36e9d41,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184D_S01.wav,legacy_data_raw,2.1927,96000,2,842036,c52dfee04fa948742ad2ac430b8bfe621ad6dfc3cd05df9387652689c6b5f6c8,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184D_S02.wav,legacy_data_raw,1.8315,96000,2,703340,a390d168660ba3b5612a93eefe28efcd9794cbaa3c015dcf28019b519e9fe2e9,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184D_S03.wav,legacy_data_raw,1.9744,96000,2,758204,9e821666f6a7a7feb19bf8586fd5b6a3ca7d1fe83e50b268b129394b765ce078,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184D_S04.wav,legacy_data_raw,1.9523,96000,2,749728,459d2bbfc901011c5a043e85f4e986e401944ef4f5ff321277e761157c5e02c9,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184D_S05.wav,legacy_data_raw,1.9,96000,2,729644,4f73d20dfaa7a45ce354b9fd90f7c2d84740e83889004ce20c9156c1cb3ff0f3,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_184D_S06.wav,legacy_data_raw,2.0875,96000,2,801640,53b6fee7c51f47d35bd5874274a20db30e8e5a5e568d23a631e3c7319efe51df,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_204A_S01.wav,legacy_data_raw,2.068,96000,2,794140,a189b9bcd52803df1fd96545239819b7d683e9a51150b967963deec3bb9dde81,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_204A_S02.wav,legacy_data_raw,1.9817,96000,2,761036,65393b7df0cd3b14a94c2bc4feb563929cf8a0e0fde1f01d17f0fa9e42e05ee2,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_204A_S03.wav,legacy_data_raw,2.0358,96000,2,781788,5069ef07ceeadfc34414ed35ef13c6db547eb402fb98e270fe0fc6854cee2517,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_204A_S04.wav,legacy_data_raw,2.0139,96000,2,773364,cc0d329214b41ac02569eff5394e9dfcb56e18b7d03dd550ba98284b6d6cd5d4,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_204A_S05.wav,legacy_data_raw,2.0,96000,2,768036,7e2e4412eed1784dcf09a3b40eac7e48d43741e1f0f020d5852580a5e1a903a4,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_204A_S06.wav,legacy_data_raw,1.9461,96000,2,747344,69330a8d8937fcd94ad9ce07e080d488be69ad9f2b34df47eb8f4a032386a896,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_204B_S01.wav,legacy_data_raw,1.9832,96000,2,761584,41f2d41397ef8e28bfa9ef70d7631c2b5847ffc36205d67cece6a4ee2d3e1620,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_204B_S02.wav,legacy_data_raw,1.8855,96000,2,724092,48a3712635ae2e609cc66d5b67e923c90abe23e0e1240e83501419cc644df3c2,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_204B_S03.wav,legacy_data_raw,1.9227,96000,2,738380,14c3d6f106825fd81e28e5e2d1a464decc06b2390f2cd5503f3890c7bd3cc87a,train,extended_legacy_noise_library,valid
data/extracted/BoltAction22_Zoom/BoltAction22_Zoom/ZM_204B_S04.wav,legacy_data_raw,1.975,96000,2,758436,774793c257c3879c908b274dcdb34a87737431a47a10edb4ebd6024542ed3e17,train,extended_legacy_noise_library,valid
