sample_id,source_id,start_time,end_time,label,source_file,duration,sample_rate,channels
audioset_EJucDkHyC_U_120_130,EJucDkHyC_U,120.0,130.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=EJucDkHyC_U,10.0,16000,1
audioset_Emw8Ax5g3i8_140_150,Emw8Ax5g3i8,140.0,150.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=Emw8Ax5g3i8,10.0,16000,1
audioset_F7eX5VXbvNo_30_40,F7eX5VXbvNo,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=F7eX5VXbvNo,10.0,16000,1
audioset_FN7VIGq04qE_60_70,FN7VIGq04qE,60.0,70.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=FN7VIGq04qE,10.0,16000,1
audioset_FQGTts7xyr8_530_540,FQGTts7xyr8,530.0,540.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=FQGTts7xyr8,10.0,16000,1
audioset_FnkVyKnukpE_0_10,FnkVyKnukpE,0.0,10.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=FnkVyKnukpE,10.0,16000,1
audioset_Fzwa_LIMH2E_520_530,Fzwa_LIMH2E,520.0,530.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=Fzwa_LIMH2E,10.0,16000,1
audioset_G8l2fpUPWro_140_150,G8l2fpUPWro,140.0,150.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=G8l2fpUPWro,10.0,16000,1
audioset_G9M3de5mISY_0_10,G9M3de5mISY,0.0,10.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=G9M3de5mISY,10.0,16000,1
audioset_GCYra4Z6wmc_30_40,GCYra4Z6wmc,30.0,40.0,Artillery fire,https://www.youtube.com/watch?v=GCYra4Z6wmc,10.0,16000,1
audioset_GJd9qaGm92I_570_580,GJd9qaGm92I,570.0,580.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=GJd9qaGm92I,10.0,16000,1
audioset_GM9C0VWmLpI_30_40,GM9C0VWmLpI,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=GM9C0VWmLpI,10.0,16000,1
audioset_GYOHFaVFp3o_0_10,GYOHFaVFp3o,0.0,10.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=GYOHFaVFp3o,10.0,16000,1
audioset_H_iDWJ7gbIU_30_40,H_iDWJ7gbIU,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=H_iDWJ7gbIU,10.0,16000,1
audioset_Hd6_O3dlePI_270_280,Hd6_O3dlePI,270.0,280.0,Machine gun,https://www.youtube.com/watch?v=Hd6_O3dlePI,10.0,16000,1
audioset_Hn7kIz6Z0ZI_30_40,Hn7kIz6Z0ZI,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=Hn7kIz6Z0ZI,10.0,16000,1
audioset_IR_ks3y_UTA_200_210,IR_ks3y_UTA,200.0,210.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=IR_ks3y_UTA,10.0,16000,1
audioset_IroOVamQZHQ_30_40,IroOVamQZHQ,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=IroOVamQZHQ,10.0,16000,1
audioset_J652Y8jdAFw_30_40,J652Y8jdAFw,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=J652Y8jdAFw,10.0,16000,1
audioset_JfQZeAIHg3s_70_80,JfQZeAIHg3s,70.0,80.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=JfQZeAIHg3s,10.0,16000,1
audioset_Jk2B7Mvh6cE_320_330,Jk2B7Mvh6cE,320.0,330.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=Jk2B7Mvh6cE,10.0,16000,1
audioset_JxzClm8xuDc_150_160,JxzClm8xuDc,150.0,160.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=JxzClm8xuDc,10.0,16000,1
audioset_K0op6i9ydnM_3_13,K0op6i9ydnM,3.0,13.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=K0op6i9ydnM,10.0,16000,1
audioset_KRxPSEBGUi4_30_40,KRxPSEBGUi4,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=KRxPSEBGUi4,10.0,16000,1
audioset_Lx6xaU2Ti7s_340_350,Lx6xaU2Ti7s,340.0,350.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=Lx6xaU2Ti7s,10.0,16000,1
audioset_M1xMhk1lCr4_150_160,M1xMhk1lCr4,150.0,160.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=M1xMhk1lCr4,10.0,16000,1
audioset_OKB62QAF5U8_250_260,OKB62QAF5U8,250.0,260.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=OKB62QAF5U8,10.0,16000,1
audioset_O_FDe2fRpDM_210_220,O_FDe2fRpDM,210.0,220.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=O_FDe2fRpDM,10.0,16000,1
audioset_PO1eaJ7tQOg_250_260,PO1eaJ7tQOg,250.0,260.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=PO1eaJ7tQOg,10.0,16000,1
audioset_PwyVufxwAos_120_130,PwyVufxwAos,120.0,130.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=PwyVufxwAos,10.0,16000,1
audioset_PyxzFVgz70M_30_40,PyxzFVgz70M,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=PyxzFVgz70M,10.0,16000,1
audioset_QDRXDpVbjck_0_9,QDRXDpVbjck,0.0,9.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=QDRXDpVbjck,9.0,16000,1
audioset_QH3RIg1ypDg_24_34,QH3RIg1ypDg,24.0,34.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=QH3RIg1ypDg,10.0,16000,1
audioset_QOuly-AlgYU_160_170,QOuly-AlgYU,160.0,170.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=QOuly-AlgYU,10.0,16000,1
audioset_QbY5RyLsWVM_60_70,QbY5RyLsWVM,60.0,70.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=QbY5RyLsWVM,10.0,16000,1
audioset_QrvCNyQn3HU_20_30,QrvCNyQn3HU,20.0,30.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=QrvCNyQn3HU,10.0,16000,1
audioset_RCEBJCXKcWA_0_10,RCEBJCXKcWA,0.0,10.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=RCEBJCXKcWA,10.0,16000,1
audioset_ROCrWXwzNOk_310_320,ROCrWXwzNOk,310.0,320.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=ROCrWXwzNOk,10.0,16000,1
audioset_RdQWZQqJuqo_20_30,RdQWZQqJuqo,20.0,30.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=RdQWZQqJuqo,10.0,16000,1
audioset_ReXtuIyu9ls_30_40,ReXtuIyu9ls,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=ReXtuIyu9ls,10.0,16000,1
audioset_RhZ8pOgF4D0_0_7,RhZ8pOgF4D0,0.0,7.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=RhZ8pOgF4D0,7.0,16000,1
audioset_SNH0ywrOEvQ_30_40,SNH0ywrOEvQ,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=SNH0ywrOEvQ,10.0,16000,1
audioset_UFAGCTDB7EY_30_40,UFAGCTDB7EY,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=UFAGCTDB7EY,10.0,16000,1
audioset_UN84r_4GTdQ_20_30,UN84r_4GTdQ,20.0,30.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=UN84r_4GTdQ,10.0,16000,1
audioset_V95di2o3rRg_80_90,V95di2o3rRg,80.0,90.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=V95di2o3rRg,10.0,16000,1
audioset_W6GWAWBuJFo_30_40,W6GWAWBuJFo,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=W6GWAWBuJFo,10.0,16000,1
audioset_W7feeDJ8iNk_110_120,W7feeDJ8iNk,110.0,120.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=W7feeDJ8iNk,10.0,16000,1
audioset_W8WFs-QDZnc_9_19,W8WFs-QDZnc,9.0,19.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=W8WFs-QDZnc,10.0,16000,1
audioset_WA49Qjw52lg_10_20,WA49Qjw52lg,10.0,20.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=WA49Qjw52lg,10.0,16000,1
audioset_WoBYgyQqQKk_30_40,WoBYgyQqQKk,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=WoBYgyQqQKk,10.0,16000,1
audioset_XREr4wTwG04_30_40,XREr4wTwG04,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=XREr4wTwG04,10.0,16000,1
audioset_XVJvCtE1hEU_110_120,XVJvCtE1hEU,110.0,120.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=XVJvCtE1hEU,10.0,16000,1
audioset_Xazsdjxx8lM_170_180,Xazsdjxx8lM,170.0,180.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=Xazsdjxx8lM,10.0,16000,1
audioset_Xoma_14dg08_10_20,Xoma_14dg08,10.0,20.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=Xoma_14dg08,10.0,16000,1
audioset_YHW0XmpLi2k_0_7,YHW0XmpLi2k,0.0,7.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=YHW0XmpLi2k,7.0,16000,1
audioset_YqGivcrdNhw_13_23,YqGivcrdNhw,13.0,23.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=YqGivcrdNhw,10.0,16000,1
audioset_YvOAduVZfJE_380_390,YvOAduVZfJE,380.0,390.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=YvOAduVZfJE,10.0,16000,1
audioset_YwdNnzWmiGc_460_470,YwdNnzWmiGc,460.0,470.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=YwdNnzWmiGc,10.0,16000,1
audioset_ZhEV3H3mCAg_30_40,ZhEV3H3mCAg,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=ZhEV3H3mCAg,10.0,16000,1
audioset__5x_-aTNCjU_100_110,_5x_-aTNCjU,100.0,110.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=_5x_-aTNCjU,10.0,16000,1
audioset__pelJnqTReE_13_23,_pelJnqTReE,13.0,23.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=_pelJnqTReE,10.0,16000,1
audioset__pgjMATDeSQ_20_30,_pgjMATDeSQ,20.0,30.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=_pgjMATDeSQ,10.0,16000,1
audioset_a4nkA0NL4Hw_0_9,a4nkA0NL4Hw,0.0,9.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=a4nkA0NL4Hw,9.0,16000,1
audioset_aMxLy5s3y8k_30_40,aMxLy5s3y8k,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=aMxLy5s3y8k,10.0,16000,1
audioset_aVuoBwZxcJ4_480_490,aVuoBwZxcJ4,480.0,490.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=aVuoBwZxcJ4,10.0,16000,1
audioset_awGEJJDYVGk_30_40,awGEJJDYVGk,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=awGEJJDYVGk,10.0,16000,1
audioset_bBdxLMRX5rs_30_40,bBdxLMRX5rs,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=bBdxLMRX5rs,10.0,16000,1
audioset_brbEtmu2_MA_100_110,brbEtmu2_MA,100.0,110.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=brbEtmu2_MA,10.0,16000,1
audioset_cKK0oZrwed8_30_40,cKK0oZrwed8,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=cKK0oZrwed8,10.0,16000,1
audioset_cVxS2FAacrY_30_40,cVxS2FAacrY,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=cVxS2FAacrY,10.0,16000,1
audioset_d61xTv_eJUw_150_160,d61xTv_eJUw,150.0,160.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=d61xTv_eJUw,10.0,16000,1
audioset_d_6LsqvvEp0_180_190,d_6LsqvvEp0,180.0,190.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=d_6LsqvvEp0,10.0,16000,1
audioset_dqJWTzC3s8I_190_200,dqJWTzC3s8I,190.0,200.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=dqJWTzC3s8I,10.0,16000,1
audioset_fu5PSTbkCTY_23_33,fu5PSTbkCTY,23.0,33.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=fu5PSTbkCTY,10.0,16000,1
audioset_gPZscoUwABA_140_150,gPZscoUwABA,140.0,150.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=gPZscoUwABA,10.0,16000,1
audioset_h5gtwyez9HY_70_80,h5gtwyez9HY,70.0,80.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=h5gtwyez9HY,10.0,16000,1
audioset_hAWnwjMmDO4_30_40,hAWnwjMmDO4,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=hAWnwjMmDO4,10.0,16000,1
audioset_hBq7Bdexp-M_180_190,hBq7Bdexp-M,180.0,190.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=hBq7Bdexp-M,10.0,16000,1
audioset_hGklLddzBQA_530_540,hGklLddzBQA,530.0,540.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=hGklLddzBQA,10.0,16000,1
audioset_hVXaWkX_KOw_430_440,hVXaWkX_KOw,430.0,440.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=hVXaWkX_KOw,10.0,16000,1
audioset_hWSvuq56hlM_30_40,hWSvuq56hlM,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=hWSvuq56hlM,10.0,16000,1
audioset_hZ13aU7-npc_100_110,hZ13aU7-npc,100.0,110.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=hZ13aU7-npc,10.0,16000,1
audioset_i-q5XKBVGWI_30_40,i-q5XKBVGWI,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=i-q5XKBVGWI,10.0,16000,1
audioset_iTt7--azNtg_30_40,iTt7--azNtg,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=iTt7--azNtg,10.0,16000,1
audioset_iXCg-9B_K_8_260_270,iXCg-9B_K_8,260.0,270.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=iXCg-9B_K_8,10.0,16000,1
audioset_j9UFjooPrqs_0_10,j9UFjooPrqs,0.0,10.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=j9UFjooPrqs,10.0,16000,1
audioset_jUFNFPgfaaY_530_540,jUFNFPgfaaY,530.0,540.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=jUFNFPgfaaY,10.0,16000,1
audioset_jdiphmOtFVU_50_60,jdiphmOtFVU,50.0,60.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=jdiphmOtFVU,10.0,16000,1
audioset_jwbQ60-plVg_50_60,jwbQ60-plVg,50.0,60.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=jwbQ60-plVg,10.0,16000,1
audioset_k17Xq-wWn6w_110_120,k17Xq-wWn6w,110.0,120.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=k17Xq-wWn6w,10.0,16000,1
audioset_kcnc66tQlxg_30_40,kcnc66tQlxg,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=kcnc66tQlxg,10.0,16000,1
audioset_l7mSUe1bxyE_30_40,l7mSUe1bxyE,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=l7mSUe1bxyE,10.0,16000,1
audioset_lNnj9q0oVLY_90_100,lNnj9q0oVLY,90.0,100.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=lNnj9q0oVLY,10.0,16000,1
audioset_lmEiT0_7b0k_30_40,lmEiT0_7b0k,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=lmEiT0_7b0k,10.0,16000,1
audioset_mIkW7mWlnXw_30_40,mIkW7mWlnXw,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=mIkW7mWlnXw,10.0,16000,1
audioset_mk3b2BgeyhA_40_50,mk3b2BgeyhA,40.0,50.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=mk3b2BgeyhA,10.0,16000,1
audioset_mmAigxjQbtE_100_110,mmAigxjQbtE,100.0,110.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=mmAigxjQbtE,10.0,16000,1
audioset_nhAismtQmkY_30_40,nhAismtQmkY,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=nhAismtQmkY,10.0,16000,1
audioset_nuuykD2akvI_28_38,nuuykD2akvI,28.0,38.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=nuuykD2akvI,10.0,16000,1
audioset_okXKlLF2lh0_230_240,okXKlLF2lh0,230.0,240.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=okXKlLF2lh0,10.0,16000,1
audioset_opnG6qoVYzM_30_40,opnG6qoVYzM,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=opnG6qoVYzM,10.0,16000,1
audioset_pZF-hff52ts_60_70,pZF-hff52ts,60.0,70.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=pZF-hff52ts,10.0,16000,1
audioset_q-P6YlGm4uY_30_40,q-P6YlGm4uY,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=q-P6YlGm4uY,10.0,16000,1
audioset_qBLiT_0wwM4_30_40,qBLiT_0wwM4,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=qBLiT_0wwM4,10.0,16000,1
audioset_qqMCiiZOaIA_40_50,qqMCiiZOaIA,40.0,50.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=qqMCiiZOaIA,10.0,16000,1
audioset_qr7Z_1WM8pg_30_40,qr7Z_1WM8pg,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=qr7Z_1WM8pg,10.0,16000,1
audioset_rBdrfl0xivM_80_90,rBdrfl0xivM,80.0,90.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=rBdrfl0xivM,10.0,16000,1
audioset_rK7LRuvEnHQ_30_40,rK7LRuvEnHQ,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=rK7LRuvEnHQ,10.0,16000,1
audioset_rPH94rNhZl0_10_20,rPH94rNhZl0,10.0,20.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=rPH94rNhZl0,10.0,16000,1
audioset_rTaWJ4gZ7g0_27_37,rTaWJ4gZ7g0,27.0,37.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=rTaWJ4gZ7g0,10.0,16000,1
audioset_roxImnh9YTI_30_40,roxImnh9YTI,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=roxImnh9YTI,10.0,16000,1
audioset_rp3cD2jWlVE_560_570,rp3cD2jWlVE,560.0,570.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=rp3cD2jWlVE,10.0,16000,1
audioset_sA73ScSPS30_0_10,sA73ScSPS30,0.0,10.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=sA73ScSPS30,10.0,16000,1
audioset_sq3jcffMfwU_0_4,sq3jcffMfwU,0.0,4.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=sq3jcffMfwU,4.0,16000,1
audioset_svGU7yB_AXw_30_40,svGU7yB_AXw,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=svGU7yB_AXw,10.0,16000,1
audioset_tTtuoCraB1Y_10_20,tTtuoCraB1Y,10.0,20.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=tTtuoCraB1Y,10.0,16000,1
