class_id,class_name,filename,platform,mic,channel_orientation,is_phone,clip_id,file_id,day,part,event_id,mic_location,cartridge,is_silenced
7,12 Ga,7-oh_farm-benelli_m4-DAVE-yyjjHTJQoHkP-12.wav,benelli_m4,DAVE,,0,12,yyjjHTJQoHkP,1,1,oh_farm,dave_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-DAVE-yyjjHTJQoHkP-13.wav,benelli_m4,DAVE,,0,13,yyjjHTJQoHkP,1,1,oh_farm,dave_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-DAVE-yyjjHTJQoHkP-14.wav,benelli_m4,DAVE,,0,14,yyjjHTJQoHkP,1,1,oh_farm,dave_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-0.wav,benelli_m4,ERIN,,0,0,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-1.wav,benelli_m4,ERIN,,0,1,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-2.wav,benelli_m4,ERIN,,0,2,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-3.wav,benelli_m4,ERIN,,0,3,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-4.wav,benelli_m4,ERIN,,0,4,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-5.wav,benelli_m4,ERIN,,0,5,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-6.wav,benelli_m4,ERIN,,0,6,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-7.wav,benelli_m4,ERIN,,0,7,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-8.wav,benelli_m4,ERIN,,0,8,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-9.wav,benelli_m4,ERIN,,0,9,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-10.wav,benelli_m4,ERIN,,0,10,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-11.wav,benelli_m4,ERIN,,0,11,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-12.wav,benelli_m4,ERIN,,0,12,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-13.wav,benelli_m4,ERIN,,0,13,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-14.wav,benelli_m4,ERIN,,0,14,oVENZmutCtcT,1,1,oh_farm,erin_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-0.wav,benelli_m4,ALICE,left,0,0,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-1.wav,benelli_m4,ALICE,left,0,1,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-2.wav,benelli_m4,ALICE,left,0,2,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-3.wav,benelli_m4,ALICE,left,0,3,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-4.wav,benelli_m4,ALICE,left,0,4,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-5.wav,benelli_m4,ALICE,left,0,5,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-6.wav,benelli_m4,ALICE,left,0,6,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-7.wav,benelli_m4,ALICE,left,0,7,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-8.wav,benelli_m4,ALICE,left,0,8,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-9.wav,benelli_m4,ALICE,left,0,9,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-10.wav,benelli_m4,ALICE,left,0,10,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-11.wav,benelli_m4,ALICE,left,0,11,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-12.wav,benelli_m4,ALICE,left,0,12,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-13.wav,benelli_m4,ALICE,left,0,13,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-14.wav,benelli_m4,ALICE,left,0,14,mTFqUDeisOwx,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-0.wav,benelli_m4,ALICE,right,0,0,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-1.wav,benelli_m4,ALICE,right,0,1,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-2.wav,benelli_m4,ALICE,right,0,2,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-3.wav,benelli_m4,ALICE,right,0,3,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-4.wav,benelli_m4,ALICE,right,0,4,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-5.wav,benelli_m4,ALICE,right,0,5,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-6.wav,benelli_m4,ALICE,right,0,6,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-7.wav,benelli_m4,ALICE,right,0,7,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-8.wav,benelli_m4,ALICE,right,0,8,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-9.wav,benelli_m4,ALICE,right,0,9,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-10.wav,benelli_m4,ALICE,right,0,10,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-11.wav,benelli_m4,ALICE,right,0,11,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-12.wav,benelli_m4,ALICE,right,0,12,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-13.wav,benelli_m4,ALICE,right,0,13,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-14.wav,benelli_m4,ALICE,right,0,14,qKvFGVH668dt,1,1,oh_farm,alice_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-0.wav,benelli_m4,BOB,left,0,0,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-1.wav,benelli_m4,BOB,left,0,1,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-2.wav,benelli_m4,BOB,left,0,2,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-3.wav,benelli_m4,BOB,left,0,3,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-4.wav,benelli_m4,BOB,left,0,4,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-5.wav,benelli_m4,BOB,left,0,5,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-6.wav,benelli_m4,BOB,left,0,6,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-7.wav,benelli_m4,BOB,left,0,7,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-8.wav,benelli_m4,BOB,left,0,8,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-9.wav,benelli_m4,BOB,left,0,9,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-10.wav,benelli_m4,BOB,left,0,10,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-11.wav,benelli_m4,BOB,left,0,11,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-12.wav,benelli_m4,BOB,left,0,12,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-13.wav,benelli_m4,BOB,left,0,13,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T11qL5KxhT-14.wav,benelli_m4,BOB,left,0,14,O2T11qL5KxhT,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-0.wav,benelli_m4,BOB,right,0,0,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-1.wav,benelli_m4,BOB,right,0,1,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-2.wav,benelli_m4,BOB,right,0,2,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-3.wav,benelli_m4,BOB,right,0,3,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-4.wav,benelli_m4,BOB,right,0,4,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-5.wav,benelli_m4,BOB,right,0,5,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-6.wav,benelli_m4,BOB,right,0,6,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-7.wav,benelli_m4,BOB,right,0,7,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-8.wav,benelli_m4,BOB,right,0,8,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-9.wav,benelli_m4,BOB,right,0,9,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-10.wav,benelli_m4,BOB,right,0,10,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-11.wav,benelli_m4,BOB,right,0,11,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-12.wav,benelli_m4,BOB,right,0,12,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-13.wav,benelli_m4,BOB,right,0,13,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A0XZq-14.wav,benelli_m4,BOB,right,0,14,MGKvrV1A0XZq,1,1,oh_farm,bob_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-0.wav,benelli_m4,PIXEL,,1,0,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-1.wav,benelli_m4,PIXEL,,1,1,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-2.wav,benelli_m4,PIXEL,,1,2,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-3.wav,benelli_m4,PIXEL,,1,3,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-4.wav,benelli_m4,PIXEL,,1,4,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-5.wav,benelli_m4,PIXEL,,1,5,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-6.wav,benelli_m4,PIXEL,,1,6,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-7.wav,benelli_m4,PIXEL,,1,7,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-8.wav,benelli_m4,PIXEL,,1,8,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-9.wav,benelli_m4,PIXEL,,1,9,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-10.wav,benelli_m4,PIXEL,,1,10,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-11.wav,benelli_m4,PIXEL,,1,11,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-12.wav,benelli_m4,PIXEL,,1,12,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-13.wav,benelli_m4,PIXEL,,1,13,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb1FhriX-14.wav,benelli_m4,PIXEL,,1,14,oPxOFb1FhriX,1,1,oh_farm,pixel_oh_farm,federal_tg_12g_8s,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-0.wav,winchester_1400,DAVE,,0,0,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-1.wav,winchester_1400,DAVE,,0,1,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-2.wav,winchester_1400,DAVE,,0,2,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-3.wav,winchester_1400,DAVE,,0,3,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-4.wav,winchester_1400,DAVE,,0,4,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-5.wav,winchester_1400,DAVE,,0,5,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-6.wav,winchester_1400,DAVE,,0,6,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-7.wav,winchester_1400,DAVE,,0,7,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-8.wav,winchester_1400,DAVE,,0,8,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-9.wav,winchester_1400,DAVE,,0,9,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-10.wav,winchester_1400,DAVE,,0,10,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-11.wav,winchester_1400,DAVE,,0,11,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-12.wav,winchester_1400,DAVE,,0,12,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-13.wav,winchester_1400,DAVE,,0,13,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-14.wav,winchester_1400,DAVE,,0,14,Dfk5PBBJ1eQF,1,1,oh_farm,dave_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-0.wav,winchester_1400,ERIN,,0,0,wRH0P1fpv2pT,1,1,oh_farm,erin_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-1.wav,winchester_1400,ERIN,,0,1,wRH0P1fpv2pT,1,1,oh_farm,erin_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-2.wav,winchester_1400,ERIN,,0,2,wRH0P1fpv2pT,1,1,oh_farm,erin_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-3.wav,winchester_1400,ERIN,,0,3,wRH0P1fpv2pT,1,1,oh_farm,erin_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-4.wav,winchester_1400,ERIN,,0,4,wRH0P1fpv2pT,1,1,oh_farm,erin_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-5.wav,winchester_1400,ERIN,,0,5,wRH0P1fpv2pT,1,1,oh_farm,erin_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-6.wav,winchester_1400,ERIN,,0,6,wRH0P1fpv2pT,1,1,oh_farm,erin_oh_farm,federal_tb_20g_rshp,0
9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-7.wav,winchester_1400,ERIN,,0,7,wRH0P1fpv2pT,1,1,oh_farm,erin_oh_farm,federal_tb_20g_rshp,0
