sample_id,source_group,category,class_label,filepath,duration,sample_rate,channels,peak_amplitude,rms_energy,crest_factor
gun_zoom_BoltAction22_Zoom_ZM_084A_S06_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_084A_S06_w0.wav,1.0,16000,1,0.029090063646435738,0.006751220193076657,4.308854103088379
gun_zoom_BoltAction22_Zoom_ZM_104A_S01_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_104A_S01_w0.wav,1.0,16000,1,0.04297405481338501,0.003455735047745921,12.435539245605469
gun_zoom_BoltAction22_Zoom_ZM_104A_S02_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_104A_S02_w0.wav,1.0,16000,1,0.0371769554913044,0.0006607366696972744,56.26506805419922
gun_zoom_BoltAction22_Zoom_ZM_104A_S03_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_104A_S03_w0.wav,1.0,16000,1,0.03332176059484482,0.00048625732233187606,68.52560424804688
gun_zoom_BoltAction22_Zoom_ZM_104A_S05_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_104A_S05_w0.wav,1.0,16000,1,0.025530043989419937,0.0005482722031460596,46.563690185546875
gun_zoom_BoltAction22_Zoom_ZM_104A_S06_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_104A_S06_w0.wav,1.0,16000,1,0.02712308056652546,0.0007043890406698558,38.505279541015625
gun_zoom_BoltAction22_Zoom_ZM_104B_S01_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_104B_S01_w0.wav,1.0,16000,1,0.050598107278347015,0.001211104194291133,41.77814483642578
gun_zoom_BoltAction22_Zoom_ZM_104B_S02_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_104B_S02_w0.wav,1.0,16000,1,0.03246679529547691,0.0006416197018954569,50.600521087646484
gun_zoom_BoltAction22_Zoom_ZM_104B_S03_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_104B_S03_w0.wav,1.0,16000,1,0.024427801370620728,0.0005301544972061117,46.075889587402344
gun_zoom_BoltAction22_Zoom_ZM_104B_S04_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_104B_S04_w0.wav,1.0,16000,1,0.02132147178053856,0.0005224526333441408,40.80956268310547
gun_zoom_BoltAction22_Zoom_ZM_104B_S05_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_104B_S05_w0.wav,1.0,16000,1,0.020612504333257675,0.0005030737667872678,40.972312927246094
gun_zoom_BoltAction22_Zoom_ZM_124A_S01_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124A_S01_w0.wav,1.0,16000,1,0.07056412845849991,0.0009125897097346852,77.32209777832031
gun_zoom_BoltAction22_Zoom_ZM_124A_S02_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124A_S02_w0.wav,1.0,16000,1,0.07925909757614136,0.0009335606671818193,84.89887237548828
gun_zoom_BoltAction22_Zoom_ZM_124A_S03_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124A_S03_w0.wav,1.0,16000,1,0.05849655717611313,0.001438950047275935,40.6519660949707
gun_zoom_BoltAction22_Zoom_ZM_124A_S04_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124A_S04_w0.wav,1.0,16000,1,0.0434398353099823,0.0006360289847362747,68.29743957519531
gun_zoom_BoltAction22_Zoom_ZM_124A_S05_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124A_S05_w0.wav,1.0,16000,1,0.05359484255313873,0.0006553037113313622,81.7850112915039
gun_zoom_BoltAction22_Zoom_ZM_124A_S06_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124A_S06_w0.wav,1.0,16000,1,0.042327623814344406,0.0007504676887794322,56.40090560913086
gun_zoom_BoltAction22_Zoom_ZM_124B_S01_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124B_S01_w0.wav,1.0,16000,1,0.18065959215164185,0.0024953165040031825,72.39917755126953
gun_zoom_BoltAction22_Zoom_ZM_124B_S02_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124B_S02_w0.wav,1.0,16000,1,0.22908291220664978,0.002654182621769091,86.30982208251953
gun_zoom_BoltAction22_Zoom_ZM_124B_S03_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124B_S03_w0.wav,1.0,16000,1,0.15426434576511383,0.0032608009020627968,47.30858612060547
gun_zoom_BoltAction22_Zoom_ZM_124B_S04_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124B_S04_w0.wav,1.0,16000,1,0.12796281278133392,0.0019075145649258217,67.08318328857422
gun_zoom_BoltAction22_Zoom_ZM_124B_S05_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124B_S05_w0.wav,1.0,16000,1,0.12902626395225525,0.0017201922787435746,75.0064468383789
gun_zoom_BoltAction22_Zoom_ZM_124B_S06_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_124B_S06_w0.wav,1.0,16000,1,0.16697397828102112,0.0020622417126117632,80.96682739257812
gun_zoom_BoltAction22_Zoom_ZM_144A_S01_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144A_S01_w0.wav,1.0,16000,1,0.5346139073371887,0.00830698000988534,64.35710906982422
gun_zoom_BoltAction22_Zoom_ZM_144A_S02_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144A_S02_w0.wav,1.0,16000,1,0.695796549320221,0.008701548558835951,79.96229553222656
gun_zoom_BoltAction22_Zoom_ZM_144A_S03_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144A_S03_w0.wav,1.0,16000,1,0.5061134099960327,0.0076990084445525,65.73739624023438
gun_zoom_BoltAction22_Zoom_ZM_144A_S04_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144A_S04_w0.wav,1.0,16000,1,0.5502025485038757,0.007652026939491262,71.90275573730469
gun_zoom_BoltAction22_Zoom_ZM_144A_S05_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144A_S05_w0.wav,1.0,16000,1,0.38800227642059326,0.006464508489490048,60.02029037475586
gun_zoom_BoltAction22_Zoom_ZM_144A_S06_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144A_S06_w0.wav,1.0,16000,1,0.43935149908065796,0.007264644261552036,60.47796630859375
gun_zoom_BoltAction22_Zoom_ZM_144B_S01_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144B_S01_w0.wav,1.0,16000,1,0.18257282674312592,0.002151071456322297,84.87489318847656
gun_zoom_BoltAction22_Zoom_ZM_144B_S02_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144B_S02_w0.wav,1.0,16000,1,0.118408203125,0.0020339266381539686,58.216270446777344
gun_zoom_BoltAction22_Zoom_ZM_144B_S03_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144B_S03_w0.wav,1.0,16000,1,0.16809818148612976,0.002057235434782768,81.71031951904297
gun_zoom_BoltAction22_Zoom_ZM_144B_S04_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144B_S04_w0.wav,1.0,16000,1,0.15732014179229736,0.002973815724378123,52.90160369873047
gun_zoom_BoltAction22_Zoom_ZM_144B_S05_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144B_S05_w0.wav,1.0,16000,1,0.12299739569425583,0.0014004267346981387,87.827880859375
gun_zoom_BoltAction22_Zoom_ZM_144B_S06_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_144B_S06_w0.wav,1.0,16000,1,0.08559688925743103,0.0014429453260973492,59.32053756713867
gun_zoom_BoltAction22_Zoom_ZM_184B_S01_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184B_S01_w0.wav,1.0,16000,1,0.8573898673057556,0.01736971369670562,49.36117172241211
gun_zoom_BoltAction22_Zoom_ZM_184B_S02_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184B_S02_w0.wav,1.0,16000,1,0.7470206618309021,0.01523303958728274,49.03947067260742
gun_zoom_BoltAction22_Zoom_ZM_184B_S03_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184B_S03_w0.wav,1.0,16000,1,0.8851739168167114,0.015461581199415415,57.24985885620117
gun_zoom_BoltAction22_Zoom_ZM_184B_S04_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184B_S04_w0.wav,1.0,16000,1,0.7911625504493713,0.014360184527466286,55.094139099121094
gun_zoom_BoltAction22_Zoom_ZM_184B_S05_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184B_S05_w0.wav,1.0,16000,1,0.8035902380943298,0.01536205159846306,52.31005096435547
gun_zoom_BoltAction22_Zoom_ZM_184B_S06_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184B_S06_w0.wav,1.0,16000,1,0.9052629470825195,0.01597410936484882,56.67060089111328
gun_zoom_BoltAction22_Zoom_ZM_184C_S01_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184C_S01_w0.wav,1.0,16000,1,0.14434294402599335,0.0018254307966638003,79.07292938232422
gun_zoom_BoltAction22_Zoom_ZM_184C_S02_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184C_S02_w0.wav,1.0,16000,1,0.16309766471385956,0.0016709591927841487,97.60662841796875
gun_zoom_BoltAction22_Zoom_ZM_184C_S03_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184C_S03_w0.wav,1.0,16000,1,0.11806962639093399,0.0012277921641688492,96.16339874267578
gun_zoom_BoltAction22_Zoom_ZM_184C_S04_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184C_S04_w0.wav,1.0,16000,1,0.1254761666059494,0.0012977271970113754,96.68842315673828
gun_zoom_BoltAction22_Zoom_ZM_184C_S05_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184C_S05_w0.wav,1.0,16000,1,0.09313209354877472,0.0013455298208703602,69.21541595458984
gun_zoom_BoltAction22_Zoom_ZM_184C_S06_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184C_S06_w0.wav,1.0,16000,1,0.07703861594200134,0.0015643469114659,49.24618911743164
gun_zoom_BoltAction22_Zoom_ZM_184D_S01_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184D_S01_w0.wav,1.0,16000,1,0.03601907938718796,0.0005302123931032117,67.93202209472656
gun_zoom_BoltAction22_Zoom_ZM_184D_S02_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184D_S02_w0.wav,1.0,16000,1,0.03367633372545242,0.0006091502080687344,55.28321075439453
gun_zoom_BoltAction22_Zoom_ZM_184D_S03_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184D_S03_w0.wav,1.0,16000,1,0.03126988187432289,0.0006647354342800475,47.04038619995117
gun_zoom_BoltAction22_Zoom_ZM_184D_S04_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184D_S04_w0.wav,1.0,16000,1,0.032963693141937256,0.0024023549141844926,13.72135066986084
gun_zoom_BoltAction22_Zoom_ZM_184D_S05_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184D_S05_w0.wav,1.0,16000,1,0.022640854120254517,0.0039817619286727215,5.6861252784729
gun_zoom_BoltAction22_Zoom_ZM_184D_S06_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_184D_S06_w0.wav,1.0,16000,1,0.0253065824508667,0.0009484561975751989,26.68158721923828
gun_zoom_BoltAction22_Zoom_ZM_204A_S01_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204A_S01_w0.wav,1.0,16000,1,0.5627807378768921,0.00904417459064755,62.225704193115234
gun_zoom_BoltAction22_Zoom_ZM_204A_S02_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204A_S02_w0.wav,1.0,16000,1,0.2880820631980896,0.0046356379082961785,62.14493942260742
gun_zoom_BoltAction22_Zoom_ZM_204A_S03_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204A_S03_w0.wav,1.0,16000,1,0.25461021065711975,0.004718331220757527,53.9618034362793
gun_zoom_BoltAction22_Zoom_ZM_204A_S04_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204A_S04_w0.wav,1.0,16000,1,0.36619919538497925,0.00718880686527748,50.940120697021484
gun_zoom_BoltAction22_Zoom_ZM_204A_S05_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204A_S05_w0.wav,1.0,16000,1,0.45054706931114197,0.008528601865315366,52.82771682739258
gun_zoom_BoltAction22_Zoom_ZM_204A_S06_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204A_S06_w0.wav,1.0,16000,1,0.3853898346424103,0.007011833323635754,54.96269989013672
gun_zoom_BoltAction22_Zoom_ZM_204B_S01_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204B_S01_w0.wav,1.0,16000,1,0.3914508819580078,0.006224963855984825,62.88393783569336
gun_zoom_BoltAction22_Zoom_ZM_204B_S02_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204B_S02_w0.wav,1.0,16000,1,0.18416006863117218,0.0030787719217076344,59.81588363647461
gun_zoom_BoltAction22_Zoom_ZM_204B_S03_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204B_S03_w0.wav,1.0,16000,1,0.2716389298439026,0.0048129164031837065,56.439449310302734
gun_zoom_BoltAction22_Zoom_ZM_204B_S04_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204B_S04_w0.wav,1.0,16000,1,0.4049130082130432,0.006568703775610172,61.64266586303711
gun_zoom_BoltAction22_Zoom_ZM_204B_S05_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204B_S05_w0.wav,1.0,16000,1,0.4339964687824249,0.006759431235033719,64.20596313476562
gun_zoom_BoltAction22_Zoom_ZM_204B_S06_w0,zoom_BoltAction22_Zoom,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_zoom_BoltAction22_Zoom_ZM_204B_S06_w0.wav,1.0,16000,1,0.22556884586811066,0.003961948785572108,56.93366622924805
gun_c3gd_R5zBOntDcTqx_0-oh_farm-czusa_457-ALICE-R5zBOntDcTqx-0_w0,c3gd_R5zBOntDcTqx,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_c3gd_R5zBOntDcTqx_0-oh_farm-czusa_457-ALICE-R5zBOntDcTqx-0_w0.wav,1.0,16000,1,0.8287059664726257,0.03085278945531215,26.8599910736084
gun_c3gd_R5zBOntDcTqx_0-oh_farm-czusa_457-ALICE-R5zBOntDcTqx-1_w0,c3gd_R5zBOntDcTqx,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_c3gd_R5zBOntDcTqx_0-oh_farm-czusa_457-ALICE-R5zBOntDcTqx-1_w0.wav,1.0,16000,1,0.6027936339378357,0.028777639278521876,20.946590423583984
gun_c3gd_R5zBOntDcTqx_0-oh_farm-czusa_457-ALICE-R5zBOntDcTqx-10_w0,c3gd_R5zBOntDcTqx,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_c3gd_R5zBOntDcTqx_0-oh_farm-czusa_457-ALICE-R5zBOntDcTqx-10_w0.wav,1.0,16000,1,0.9440608620643616,0.02890830040760629,32.657073974609375
gun_c3gd_R5zBOntDcTqx_0-oh_farm-czusa_457-ALICE-R5zBOntDcTqx-11_w0,c3gd_R5zBOntDcTqx,gunshot,DANGEROUS_IMPULSE,data/processed\gunshot\gun_c3gd_R5zBOntDcTqx_0-oh_farm-czusa_457-ALICE-R5zBOntDcTqx-11_w0.wav,1.0,16000,1,0.9440608620643616,0.02670967887449705,35.34526062011719
